"","GeneID","Name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","MDPL_FW_1","MDPL_FW_2","MDPL_FW_3","MDPL_transfer_1","MDPL_transfer_2","MDPL_transfer_3","MDPP_FW_1","MDPP_FW_2","MDPP_FW_3","MDPP_transfer_1","MDPP_transfer_2","MDPP_transfer_3"
"24314","Funhe2EKm042667","Creatine kinase S-type, mitochondrial (50%U)",4672.0747081148,-9.92859133634776,1.35857284833968,-7.30810375643939,2.7093855589813e-13,7.49199294769509e-09,26.4703529069822,21.1347534383109,4.9040488921795,7.54448430606138,7.79865114150763,4.86720147544557,17451.2427779318,9023.88589140823,9921.30334699039,9016.71354124805,10568.7096704696,10.3217771690593
"15436","Funhe2EKm026204","Proteasome (prosome, macropain) 26S subunit, non-ATPase, 4b (100%P)",2075.87969625671,-3.29825442436225,0.590819837386831,-5.58250453970921,2.37079419644041e-08,0.000163893002799926,362.454278463313,435.046349543383,400.883623007339,344.362100540845,319.854321255426,362.692964189345,4292.92745598394,4868.50447146652,3418.75749952851,4292.41712473501,5426.4243147927,386.231851574206
"9162","Funhe2EKm014789","Vascular endothelial zinc finger 1 (21%U)",423.075743148971,5.24523826850969,1.03521084921031,5.06683085142599,4.04493411686735e-07,0.00223701036399232,64.9898255308459,32.2544915140042,33.1828973469469,913.634319950907,3775.25661317089,53.4765794412089,22.9938178721015,35.0945013378003,20.744526669199,55.9754783278763,23.2853010718745,46.0205655539868
"17622","Funhe2EKm029212","Membrane-associated phosphatidylinositol transfer protein 2 (100%M)",49.4864964731154,1.75126394007177,0.349032608102568,5.01747945440427,5.23537982982967e-07,0.00229442341655214,53.9702717630994,37.0651208925321,36.6097790470487,100.039765540958,84.0236644453738,96.3418899883999,36.7258956336694,26.8311639529196,40.0374858762342,18.9578404020843,27.3806370432254,35.85444309184
"558","Funhe2EKm000763","Chymotrypsinogen B (92%P)",98.2225872724787,-3.80421224367368,0.767485699054341,-4.95672068985917,7.1692924717385e-07,0.00247806594285641,178.416883127445,122.301045450922,121.323461912944,7.1604111280931,10.5350799320028,6.85935321696268,26.093772087633,159.190514387127,205.724990907062,125.127104084171,196.399751281918,19.538679753463
"23536","Funhe2EKm039722","Uncharacterized protein",303.13678535744,-2.41499200582329,0.506385668850866,-4.76907652482266,1.85072352350408e-06,0.00568624520799277,296.330091966901,68.5519767157625,83.4484569477228,84.9311861819067,71.0489189383427,97.969303157777,657.633463241329,447.647453585583,472.647532886731,544.043251833966,574.943094436211,238.446694397048
"7883","Funhe2EKm012270","Uncharacterized protein",59.2217655891807,-5.19250068812638,1.18679557750772,-4.37522753415601,1.21305877381585e-05,0.0258026932411968,6.24763113879637,1.69426553078869,39.3224706799246,5.11200619351514,1.5240749679595,4.02452019521852,24.6980827431501,217.596640242855,19.9163499552138,96.8748684433227,285.046903963646,8.60337301577933
"23205","Funhe2EKm039249","Translocated promoter region, nuclear basket protein (63%P)",146.458060827367,-2.08636435462888,0.47545571766481,-4.38813600744148,1.14326276474973e-05,0.0258026932411968,181.087471901066,226.05292977421,213.736893807465,39.2436007714483,55.5495196108822,65.5528914468634,132.014666657525,71.3547805162427,86.9356668239302,323.712702721762,288.348454420838,73.9071514761703
"1759","Funhe2EKm002405","Epstein-Barr nuclear antigen (100%M)",1038.38946433878,-3.94299448320477,0.904557009335009,-4.35903369551411,1.30637999216454e-05,0.0258028711023812,145.189114635526,143.840312923703,147.610379606255,122.752024667,101.911097639374,90.0646301027655,2664.15565020557,2989.77026793356,1216.83030128069,3470.13407759446,1286.02976078998,82.3859546865078
"2429","Funhe2EKm003383","Thyroid hormone receptor alpha (95%M)",147.656170450688,1.30940321665215,0.30301749531813,4.32121325297551,1.5517361209344e-05,0.0273602672454249,126.187388009079,127.772856022779,144.495709986462,239.635584783359,261.097138556151,156.031827956195,158.791652996448,139.391954266952,156.501609997326,64.3671201376363,74.4345903426789,123.166612353188
"10004","Funhe2EKm016553","Type-2 ice-structuring protein (99%P)",1967.39787721211,-5.83915700524255,1.35266065104788,-4.31679372111481,1.58311975960798e-05,0.0273602672454249,290.871799126574,1928.11895066933,370.142076230067,21.9053896428411,60.8653033056195,166.249739454959,2365.60327120922,3876.46893817808,250.782882232434,2150.48984060218,11961.864531116,165.41180477799
"3881","Funhe2EKm005642","Uncharacterized protein",122.45029702412,-3.41400660632811,0.798566290795835,-4.27516994603639,1.90991550370889e-05,0.029276432137022,149.949568545017,58.0888853890846,130.56266516756,8.75480010308317,25.68931622454,13.8419794749049,194.54826844593,300.018430696133,70.0956120359374,343.100331313747,157.578765445542,17.1749414479584
"11649","Funhe2EKm020019","Ig kappa chain V-I region DEE (94%T)",956.143179972611,-5.02568294871008,1.17874235029335,-4.26359750920916,2.01161655794669e-05,0.029276432137022,555.089393830833,171.965177627681,437.2714570081,60.3978245330483,122.119073549983,110.060740172083,246.950999721541,114.277809032773,120.67772377144,8993.49520071722,418.159173076846,123.253586629781
"21313","Funhe2EKm036685","High choriolytic enzyme (100%P)",162.667141708548,3.19156023466163,0.74456846126595,4.28645638472947,1.81545826062758e-05,0.029276432137022,6.25311573546844,15.3752460199423,16.3272434216458,358.588076872436,1243.10890449972,72.3918834185884,23.840754397463,24.9612974108327,7.73337989214511,71.9276988896164,47.2154611796114,64.2826387651074
"18743","Funhe2EKm030824","Trans-2-enoyl-CoA reductase, mitochondrial (98%P)",87.8895572886695,-1.48184457398193,0.356784057814812,-4.15333740822882,3.27661052050268e-05,0.0411840155058818,29.9913108949673,67.8236379734179,50.1165231413787,37.4789254248455,38.8737981975571,49.5682381190106,172.032294118778,102.279202630184,151.428257323581,125.901891718521,141.164851228524,88.015756693268
