"","GeneID","Name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","MDPL_transfer_1","MDPL_transfer_2","MDPL_transfer_3","MDPP_transfer_1","MDPP_transfer_2","MDPP_transfer_3"
"22872","Funhe2EKm042667","Creatine kinase S-type, mitochondrial (50%U)",5257.65548249049,-9.94342611834242,1.2324606463052,-8.06794614347475,7.14905672866349e-16,1.80485086171838e-11,6.7253181555708,6.93434910898116,4.31617582124451,8188.81791384209,9391.11822364618,9.15793243869912
"8612","Funhe2EKm014789","Vascular endothelial zinc finger 1 (21%U)",259.700601326848,5.23589125960574,0.802529998200327,6.52423120798876,6.83512047676056e-11,8.62797257781486e-07,824.217489570485,3397.18213644916,47.9920796491271,51.4466263707136,20.9393571052925,41.3219733632522
"14425","Funhe2EKm026204","Proteasome (prosome, macropain) 26S subunit, non-ATPase, 4b (100%P)",2402.98728622645,-3.31070363310813,0.536281402535514,-6.17344479494399,6.68178876657318e-10,3.37376878401813e-06,306.841432233489,284.284911134355,321.495066174793,3896.63959001206,4819.74951425282,342.536156470061
"1680","Funhe2EKm002405","Epstein-Barr nuclear antigen (100%M)",1091.65921751577,-3.9644959945132,0.794809654135905,-4.98798168075008,6.10133526100355e-07,0.00208216322363476,109.862185641506,90.9795918040792,80.1881822932077,3164.13855608164,1147.31495593567,73.3892468131025
"16525","Funhe2EKm029212","Membrane-associated phosphatidylinositol transfer protein 2 (100%M)",44.9798957862077,1.74519853512122,0.350946225428974,4.97283745675851,6.59799801516202e-07,0.00208216322363476,93.2651780114644,78.1360424043901,89.3508212706607,18.0063375790423,25.445000971316,33.2697487183833
"2319","Funhe2EKm003383","Thyroid hormone receptor alpha (95%M)",129.19855700665,1.29950824866541,0.269027952082703,4.83038375233933,1.36270155472641e-06,0.00382252927229145,211.686984463725,230.063590531111,137.117400771139,57.9290748446405,65.5435129796019,108.291788105486
"10879","Funhe2EKm020019","Ig kappa chain V-I region DEE (94%T)",659.572427111262,-5.05500074146081,1.09052720022352,-4.63537336842648,3.56293786778247e-06,0.0081772663100033,54.4462942909648,109.807869427703,98.6997353006655,8259.71770035122,375.751500621751,110.587560368361
"9381","Funhe2EKm016553","Type-2 ice-structuring protein (99%P)",2484.01012051601,-5.8449111909905,1.26841016228101,-4.60806083458008,4.06441759053197e-06,0.0085508572075475,19.6034201388381,54.3317369990874,148.005674722167,1960.68545553664,10670.6729709638,147.335379671119
"3709","Funhe2EKm005642","Uncharacterized protein",96.4731218703202,-3.43287045183408,0.751387706455028,-4.56870723641463,4.9074169308919e-06,0.00953020367979207,7.75464492051936,22.6971412832422,12.196926640868,309.618203590832,139.131491593848,15.1415602364516
"22165","Funhe2EKm039722","Uncharacterized protein",304.756760805402,-2.42689119449055,0.534611339985884,-4.53954305300488,5.63762688414401e-06,0.01016625202265,75.2286596610151,62.7735287438899,86.326211518887,490.952221095811,507.636757932614,210.216655295982
"9780","Funhe2EKm017517","TE: Reverse transcriptase (43%P)",59.0912162420114,-3.42524176147905,0.77272414855101,-4.43268373054209,9.30673354261671e-06,0.0139752941300043,19.2294324752857,24.6973938805758,16.274683484584,133.449791090796,498.612498310781,12.5736688079906
"11073","Funhe2EKm020527","immunoglobulin kappa constant (34%T)",137.756806271692,-3.93666331557632,0.890300257398173,-4.42172546044285,9.79158202506167e-06,0.0139752941300043,66.4030529135125,12.3763299247648,27.0939430338497,1512.33623493662,66.0353824104251,41.6326997208382
"21853","Funhe2EKm039249","Translocated promoter region, nuclear basket protein (63%P)",145.39694372521,-2.10044866801317,0.474259108018367,-4.42890528089093,9.47126044432799e-06,0.0139752941300043,35.4584199768442,50.0649483224924,58.9221942892664,297.988798617788,259.704947817501,66.465561179575
"11553","Funhe2EKm021803","Type-2 ice-structuring protein (100%T)",3413.64215536986,-5.95012576257476,1.36632574056125,-4.35483690743514,1.33166026061974e-05,0.016809547469803,28.6053331597097,80.5157246241684,231.227984969337,2283.67654754577,18513.9738151924,265.916550739835
"11694","Funhe2EKm022217","Immunoglobulin kappa constant (99%T)",421.376037347778,-4.63974431848782,1.06493276722214,-4.35684247991592,1.31952158177993e-05,0.016809547469803,83.3916616097404,50.9103519313183,69.4235315679822,4864.50303868749,138.839579397672,77.0505206063084
"22116","Funhe2EKm039643","Chromodomain-helicase-DNA-binding protein 6 (100%M)",512.138547672002,1.04998240913216,0.24335261761679,4.31465426349172,1.59852877933822e-05,0.0192173607443679,991.585836948709,851.557317179783,757.591818097841,353.041022464574,382.560265002428,517.526323737902
"12632","Funhe2EKm023630","RNA-binding protein 12B (100%M)",267.305703858162,-1.04196902913164,0.243003605973094,-4.28787476201901,1.80390746053399e-05,0.0207006580675641,140.183135067905,147.53451054557,203.090977522339,378.868551899486,402.297060357693,236.666617273942
"2857","Funhe2EKm004271","Cystatin (66%P)",417.218989650943,-1.9792918569196,0.46452750323399,-4.2608711930725,2.03631573423067e-05,0.0223516639245163,131.083040202371,263.645632568196,156.218001481242,965.247320578292,1018.92268845145,189.605352441457
"530","Funhe2EKm000763","Chymotrypsinogen B (92%P)",99.8299778865221,-3.81246716478167,0.902862745744132,-4.22264312350097,2.41453975528273e-05,0.0253989461091116,6.43934950785089,9.45028286877484,6.13654233541591,114.642355148479,176.058516358138,17.488756659686
"13021","Funhe2EKm024165","Long-chain-fatty-acid--CoA ligase 6 (100%P)",62.389108422415,3.59952977976212,0.872159152024537,4.12714786218382,3.67290245503909e-05,0.0331164626356846,680.197759426565,106.191883458388,27.2250438572798,18.6110900821042,16.1026968818585,32.1658142148409
"22662","Funhe2EKm040501","Interferon-induced protein 44 (58%U)",9.92317313278274,-4.60500357934262,1.11449559917901,-4.13191723927387,3.59749957352208e-05,0.0331164626356846,0.76687374032528,2.05889012099695,1.78931798673672,13.3954527568463,98.8928747519842,1.90696835201859
"1634","Funhe2EKm002341","G-protein coupled receptor (100%P)",111.691586519477,-2.74685214437211,0.672464185527461,-4.08475604127164,4.41231493200061e-05,0.035933323475254,24.661490850845,19.8894728519068,10.3186366324241,107.595822372296,236.204478619543,20.5046389468532
"5548","Funhe2EKm008773","Nuclear receptor coactivator (100%P)",128.569786678585,1.61228331735554,0.394269583045697,4.08929165902375,4.32692511198502e-05,0.035933323475254,304.560820164844,282.149772489404,242.886766428536,44.6997695408575,61.7836854644244,161.990186753976
"11049","Funhe2EKm020447","Ig kappa chain V-IV region B17 (65%T)",359.409438842248,-3.881565746294,0.964475528815544,-4.02453523218042,5.70879473664188e-05,0.040130232231911,93.1301609059284,88.3440960249236,108.346711275619,4018.26002218746,162.622672413708,96.8804937279458
"4470","Funhe2EKm006930","Interferon-induced protein (100%P)",104.32210102675,-2.67847501979591,0.670113860458316,-3.99704464844825,6.41382072614879e-05,0.0437630589330682,31.5568111669238,10.9756135689213,20.8438206771919,152.679744026915,223.522592455055,29.1079315739004
"11050","Funhe2EKm020448","Ig heavy chain V-III region CAM (62%M)",134.979984937396,-2.81850344490906,0.713541892577611,-3.95001817584592,7.81452587619466e-05,0.0498919210179273,68.332302962813,57.6524005006236,42.7262962310117,1049.93285439222,80.0042752170024,60.6448443088176
"NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
